target_plan,Sequence,inst_type,notes
MCAM_CT_White_Raster,ccam05239,CCAM, 
CCAM_CCCT_Pass_Triad,ccam06239,CCAM, 
LD_RMI_loc13,ccam07239,CCAM, 
LD_RMI_LTY_1239,ccam08239,CCAM, 
LD_RMI_LTY_1241,ccam01241,CCAM, 
Peace_Vallis_Fan_Sol1241,ccam02241,CCAM, 
Epupa_ccam,ccam01242,CCAM, 
Hebron_RMI_1225,ccam02242,CCAM, 
Slangpos,ccam01244,CCAM, 
Cal Target 10,ccam02244,CCAM, 
Cal Target 9,ccam02244,CCAM, 
Cal Target 8,ccam02244,CCAM, 
Cal Target 7,ccam02244,CCAM, 
Cal Target 6,ccam02244,CCAM, 
Cal Target 4,ccam02244,CCAM, 
Cal Target 3,ccam02244,CCAM, 
Cal Target 2,ccam02244,CCAM, 
Cal Target 9,ccam01245,CCAM, 
Cal Target 5,ccam01245,CCAM, 
Sky,ccam02245,CCAM, 
Cal Target 9,ccam03245,CCAM, 
Cal Target 5,ccam03245,CCAM, 
Kudis,ccam04245,CCAM, 
Purros_ccam,ccam05245,CCAM, 
Nil_Desperandum,ccam01248,CCAM, 
Kuiseb,ccam01250,CCAM, 
Fiskus,ccam01251,CCAM, 
Fiskus,ccam02251,CCAM, 
Buntfeldschuh,ccam03251,CCAM, 
Vingerklip,ccam04251,CCAM, 
LD_RMI_Peace_Vallis_Loc_4,ccam05251,CCAM, 
LD_RMI_LTY_1250,ccam06251,CCAM, 
Pre_sieve_dump_ccam_1254,ccam01253,CCAM, 
Post_sieve_dump_ccam_1254,ccam02253,CCAM, 
Kuiseb_DRT_ccam,ccam03253,CCAM, 
Fiskus,ccam04253,CCAM, 
Fiskus,ccam05253,CCAM, 
Pre_sieve_dump_ccam_1254,ccam06253,CCAM, 
Kuiseb_DRT_ccam,ccam07253,CCAM, 
LD_RMI_loc50,ccam01256,CCAM, 
Fiducial_Target,ccam15420,CCAM, 
LD_Peace_Vallis_Az324_sol1257,ccam01257,CCAM, 
LD_Peace_Vallis_AZ351_Sol1257,ccam02257,CCAM, 
Sky,ccam03257,CCAM, 
Sky,ccam04257,CCAM, 
Gross_Aub,ccam01259,CCAM, 
Groot_Aub,ccam02259,CCAM, 
Gorob_ccam,ccam03259,CCAM, 
Grosskopf,ccam04259,CCAM, 
Cal Target 10,ccam05259,CCAM, 
Gemsboktal,ccam01262,CCAM, 
Ghaub,ccam02262,CCAM, 
LD_Peace_Vallis_Az324_El0.7_sol1262,ccam03262,CCAM, 
LD_Peace_Vallis_AZ358_El0.87_Sol1262,ccam04262,CCAM, 
Awahab,ccam01264,CCAM, 
Awa_gamteb,ccam02264,CCAM, 
Ugab,ccam01266,CCAM, 
Rooibank,ccam02266,CCAM, 
Rooibank_60A,ccam03266,CCAM, 
Stockdale,ccam04266,CCAM, 
Sky,ccam05266,CCAM, 
Swartpunt,ccam01269,CCAM, 
CCAM_CCCT_Pass_Triad,ccam02269,CCAM, 
MCAM_CT_Triad,ccam03269,CCAM, 
MCAM_CT_White_Raster,ccam04269,CCAM, 
Uniab,ccam01271,CCAM, 
Tumas,ccam02271,CCAM, 
LD_Peace_Vallis_Az358,ccam03271,CCAM, 
LD_Peace_Vallis_Az353,ccam04271,CCAM, 
Cal Target 10,ccam05271,CCAM, 
Kleinberg,ccam01273,CCAM, 
Tumas_2,ccam02273,CCAM, 
Sky,ccam01275,CCAM, 
Palmhorst,ccam02275,CCAM, 
Palmwag,ccam03275,CCAM, 
Mirabib_ccam_DRT_2,ccam04275,CCAM, 
Duruchaus,ccam01276,CCAM, 
Eiseb,ccam02276,CCAM, 
Aranos,ccam03276,CCAM, 
Vogelfederberg,ccam01277,CCAM, 
Verbrandeberg,ccam02277,CCAM, 
Maieberg,ccam03277,CCAM, 
Mikberg,ccam04277,CCAM, 
Tsarabis,ccam01278,CCAM, 
Lofdal,ccam02278,CCAM, 
Kunene,ccam03278,CCAM, 
Nababis,ccam04278,CCAM, 
Sky,ccam01279,CCAM, 
Marienfluss,ccam02279,CCAM, 
Orupembe,ccam01282,CCAM, 
Witvlei,ccam02282,CCAM, 
Naauwpoort,ccam01283,CCAM, 
LD_RMI_loc46_sol01283,ccam02283,CCAM, 
Rooirand,ccam01284,CCAM, 
Grootberg,ccam02284,CCAM, 
Grasplatz,ccam03284,CCAM, 
Mulden,ccam01285,CCAM, 
Koigab,ccam02285,CCAM, 
Sky,ccam03285,CCAM, 
Sky,ccam01286,CCAM, 
LD_RMI_loc33,ccam02286,CCAM, 
Sesriem_Canyon_ccam,ccam03286,CCAM, 
Omaheke,ccam04286,CCAM, 
Varianto,ccam05286,CCAM, 
Koigab_1289,ccam01289,CCAM, 
Khaudam,ccam01290,CCAM, 
Cal Target 9,ccam01291,CCAM, 
Cal Target 5,ccam01291,CCAM, 
CCAM_CCCT_Pass_Triad,ccam02291,CCAM, 
MCAM_CT_White_Raster,ccam03291,CCAM, 
MCAM_CT_Triad,ccam04291,CCAM, 
Sky,ccam05291,CCAM, 
Cal Target 10,ccam06291,CCAM, 
Cal Target 9,ccam06291,CCAM, 
Cal Target 8,ccam06291,CCAM, 
Cal Target 7,ccam06291,CCAM, 
Cal Target 6,ccam06291,CCAM, 
Cal Target 4,ccam06291,CCAM, 
Cal Target 3,ccam06291,CCAM, 
Cal Target 2,ccam06291,CCAM, 
Tsintsabis,ccam01292,CCAM, 
Bwabwata,ccam02292,CCAM, 
Gobabis_ccam,ccam01293,CCAM, 
Zerrissene,ccam02293,CCAM, 
RMI_LD_Sol 1293_PV_left_Az316,ccam03293,CCAM, 
Bloedkoppie,ccam01296,CCAM, 
Blaubeker,ccam02296,CCAM, 
Blaubock,ccam03296,CCAM, 
LD_Sol1296_PV_Az318.5,ccam04296,CCAM, 
Chapeu_Armado,ccam01298,CCAM, 
Blaubock_2_Interior,ccam02298,CCAM, 
Blaubock_2_Exterior,ccam03298,CCAM, 
Sky,ccam04298,CCAM, 
Bero,ccam01300,CCAM, 
Iona,ccam02300,CCAM, 
Arco,ccam03300,CCAM, 
LD_Peace_Vallis_Az338_El0.9_Sol1299,ccam04300,CCAM, 
Cal Target 10,ccam06300,CCAM, 
Tsondab,ccam01303,CCAM, 
Omingonde,ccam02303,CCAM, 
Marble_Koppie,ccam03303,CCAM, 
Cal Target 10,ccam04303,CCAM, 
Katwitwi,ccam01305,CCAM, 
Sky,ccam02305,CCAM, 
LD_Sol1307_PV_AZ313.3_El-0.54,ccam01309,CCAM, 
Kapako_sol1309,ccam02309,CCAM, 
Lubango,ccam01310,CCAM, 
Garnet_Koppie,ccam01311,CCAM, 
Amspoort,ccam02311,CCAM, 
Soutrivier,ccam03311,CCAM, 
Uubvley,ccam04311,CCAM, 
LD_Sol1311_PV_Az340,ccam05311,CCAM, 
Sky,ccam06311,CCAM, 
Mukorob,ccam01312,CCAM, 
Giribes,ccam02312,CCAM, 
Sky,ccam01313,CCAM, 
Uau,ccam02313,CCAM, 
Kasane_ccam,ccam03313,CCAM, 
Kolmanskop,ccam04313,CCAM, 
LD_RMI_sol1313_loc44,ccam05313,CCAM, 
Outapi,ccam01316,CCAM, 
Okongo,ccam02316,CCAM, 
Piambo_1316,ccam03316,CCAM, 
Bagani,ccam01317,CCAM, 
Linyanti,ccam02317,CCAM, 
Okahao,ccam03317,CCAM, 
Giraul,ccam04317,CCAM, 
Etunda,ccam05317,CCAM, 
Emanya,ccam06317,CCAM, 
Sky,ccam01319,CCAM, 
Oshivelo,ccam02319,CCAM, 
Bentiaba,ccam01320,CCAM, 
Lianshulu,ccam02320,CCAM, 
Nkurenkuru,ccam03320,CCAM, 
Oshikango,ccam04320,CCAM, 
Oshikati,ccam01323,CCAM, 
Lubango_drill_hole_RMI,ccam02323,CCAM, 
Lubango_tailings,ccam01324,CCAM, 
Lubango_drill_hole_1,ccam02324,CCAM, 
Lubango_Tailings_LIBS,ccam01325,CCAM, 
Lubango_presieve_dump,ccam01326,CCAM, 
Rubikon_ccam,ccam02326,CCAM, 
Ida,ccam03326,CCAM, 
Lorelei,ccam04326,CCAM, 
Lubango_presieve_dump_ccam,ccam01327,CCAM, 
Lubango_postsieve_dump_ccam,ccam02327,CCAM, 
Nara_Valley_ccam,ccam03327,CCAM, 
Ovitoto,ccam04327,CCAM, 
Okoruso,ccam01330,CCAM, 
Omatako,ccam02330,CCAM, 
Kombat,ccam03330,CCAM, 
Sky,ccam01332,CCAM, 
Kobos,ccam02332,CCAM, 
Strathmore,ccam03332,CCAM, 
LD_RMI_sol1333,ccam04332,CCAM, 
Okoruso_drill_hole_RMI,ccam01334,CCAM, 
Natas,ccam02334,CCAM, 
Langental,ccam03334,CCAM, 
Sky,ccam04334,CCAM, 
Okoruso_tailings,ccam05334,CCAM, 
Sky,ccam06334,CCAM, 
Ebony_1335,ccam07334,CCAM, 
Okoruso_drill_hole_ccam,ccam01337,CCAM, 
Ubib_ccam,ccam02337,CCAM, 
Okoruso_tailings_LIBS,ccam03337,CCAM, 
Okoruso_tailings_APXS_LIBS,ccam04337,CCAM, 
Lubango_postsieve_1337,ccam05337,CCAM, 
Okoruso_presieve_dump_ccam,ccam01339,CCAM, 
Okoruso_presieve_dump_ccam,ccam02339,CCAM, 
Kobos_2,ccam03339,CCAM, 
Stampriet,ccam04339,CCAM, 
Swartmodder,ccam05339,CCAM, 
MCAM_CT_Triad,ccam15123,CCAM, 
MCAM_CT_White_Raster,ccam15122,CCAM, 
CCAM_CCCT_Pass_Triad,ccam15121,CCAM, 
Kobos_3,ccam01341,CCAM, 
Okoruso_drill_hole_ccam_2,ccam02341,CCAM, 
aegis_post_1343a,ccam15900,CCAM, 
Cal Target 10,ccam03341,CCAM, 
Cal Target 9,ccam03341,CCAM, 
Cal Target 8,ccam03341,CCAM, 
Cal Target 7,ccam03341,CCAM, 
Cal Target 6,ccam03341,CCAM, 
Cal Target 4,ccam03341,CCAM, 
Cal Target 3,ccam03341,CCAM, 
Cal Target 2,ccam03341,CCAM, 
Impalila_CCAM,ccam01344,CCAM, 
Cal Target 9,ccam02344,CCAM, 
Cal Target 5,ccam02344,CCAM, 
Sky,ccam03344,CCAM, 
Etusis,ccam01346,CCAM, 
Etiro,ccam02346,CCAM, 
aegis_post_1347a,ccam15900,CCAM, 
Meob,ccam01348,CCAM, 
Nomeib,ccam02348,CCAM, 
Munutum,ccam03348,CCAM, 
Annental,ccam04348,CCAM, 
Nainais,ccam05348,CCAM, 
aegis_post_1349a,ccam15900,CCAM, 
Oamites,ccam01350,CCAM, 
Aruab,ccam02350,CCAM, 
Hosabes,ccam03350,CCAM, 
Nauaspoort,ccam01351,CCAM, 
Tschudi,ccam02351,CCAM, 
Kazungula,ccam03351,CCAM, 
Tsongoari,ccam01352,CCAM, 
aegis_post_1353a,ccam15900,CCAM, 
Cal Target 10,ccam01353,CCAM, 
Auchas,ccam01355,CCAM, 
Kaisosi,ccam02355,CCAM, 
Inamagando,ccam03355,CCAM, 
Horingbaai_ccam,ccam04355,CCAM, 
Sky,ccam05355,CCAM, 
LD_RMI_loc44_HiRISE,ccam06355,CCAM, 
Otiiha,ccam01358,CCAM, 
Otjihase,ccam02358,CCAM, 
Otjikoto,ccam03358,CCAM, 
Otjimbingwe,ccam04358,CCAM, 
Okoruso_postsieve_dump_pile_ccam,ccam01359,CCAM, 
Otjosondu,ccam02359,CCAM, 
Turret_Sieve_mosaic_C,ccam15412,CCAM, 
Charlottenfelder,ccam01360,CCAM, 
Chameis_Bay,ccam02360,CCAM, 
LD_RMI_HiRISE_opp_lighting,ccam03360,CCAM, 
Oudam_Drill_RMI,ccam01361,CCAM, 
Ongeama,ccam02361,CCAM, 
Onganja,ccam03361,CCAM, 
Charlottenfelder,ccam04361,CCAM, 
Oudam_tailings_ccam,ccam01364,CCAM, 
Oudam_Drill_RMI_2,ccam02364,CCAM, 
Oudam_tailings_ccam_2,ccam03364,CCAM, 
Oudam_tailings_ccam_3,ccam01366,CCAM, 
Omulonga,ccam02366,CCAM, 
Oudam_presieve_dump_ccam,ccam01368,CCAM, 
Onguati,ccam02368,CCAM, 
Onganja_2,ccam03368,CCAM, 
Oudam_presieve_dump_ccam,ccam04368,CCAM, 
aegis_post_1369a,ccam15900,CCAM, 
Sky,ccam05368,CCAM, 
Kupferberg,ccam01371,CCAM, 
Kranzberg,ccam02371,CCAM, 
aegis_post_1371a,ccam15900,CCAM, 
Sesfontein,ccam01373,CCAM, 
Swartbooisdrif,ccam02373,CCAM, 
aegis_post_1374a,ccam15900,CCAM, 
Cal Target 10,ccam03373,CCAM, 
Cal Target 9,ccam03373,CCAM, 
Cal Target 8,ccam03373,CCAM, 
Cal Target 7,ccam03373,CCAM, 
Cal Target 6,ccam03373,CCAM, 
Cal Target 4,ccam03373,CCAM, 
Cal Target 3,ccam03373,CCAM, 
Cal Target 2,ccam03373,CCAM, 
Andara,ccam01375,CCAM, 
Okoloti,ccam02375,CCAM, 
Kalkfeld,ccam03375,CCAM, 
Khorixas,ccam04375,CCAM, 
aegis_post_1376a,ccam15900,CCAM, 
Tombua,ccam01378,CCAM, 
Ai_Ais,ccam02378,CCAM, 
Sky,ccam03378,CCAM, 
Sky,ccam04378,CCAM, 
Koes,ccam01380,CCAM, 
Onawa,ccam02380,CCAM, 
Khoabendus,ccam03380,CCAM, 
Koes,ccam01382,CCAM, 
Rundu,ccam02382,CCAM, 
Kongola,ccam03382,CCAM, 
aegis_post_1383a,ccam15900,CCAM, 
Berseba,ccam01384,CCAM, 
Epembe,ccam01385,CCAM, 
aegis_post_1385a,ccam15900,CCAM, 
Trekkopje,ccam01386,CCAM, 
Noordoewer,ccam01387,CCAM, 
Savate,ccam02387,CCAM, 
Cal Target 10,ccam03387,CCAM, 
Luanda,ccam01398,CCAM, 
Arandis,ccam01399,CCAM, 
Auchab,ccam01400,CCAM, 
aegis_post_1400a,ccam15900,CCAM, 
Aussenkehr,ccam01401,CCAM, 
Canico,ccam02401,CCAM, 
Chinchimane,ccam03401,CCAM, 
Uku,ccam01402,CCAM, 
Songo,ccam02402,CCAM, 
CCCT_FOR_SKY_PASS,ccam03402,CCAM, 
Sky,ccam04402,CCAM, 
Sky,ccam05402,CCAM, 
Cela,ccam01405,CCAM, 
Dala,ccam02405,CCAM, 
aegis_post_1406a,ccam15900,CCAM, 
Lucala,ccam01407,CCAM, 
Cabamba,ccam02407,CCAM, 
Bungo,ccam03407,CCAM, 
Sonneblom_ccam,ccam04407,CCAM, 
Balombo,ccam05407,CCAM, 
Seeheim,ccam01409,CCAM, 
Wilhelmstal,ccam02409,CCAM, 
Oranjemund,ccam03409,CCAM, 
Seeis,ccam04409,CCAM, 
Mariental,ccam05409,CCAM, 
Jamba,ccam01412,CCAM, 
Huambo,ccam02412,CCAM, 
aegis_post_1412a,ccam15900,CCAM, 
Cal Target 10,ccam03412,CCAM, 
Cal Target 9,ccam03412,CCAM, 
Cal Target 8,ccam03412,CCAM, 
Cal Target 7,ccam03412,CCAM, 
Cal Target 6,ccam03412,CCAM, 
Cal Target 4,ccam03412,CCAM, 
Cal Target 3,ccam03412,CCAM, 
Cal Target 2,ccam03412,CCAM, 
LD_RMI_sol1413,ccam04412,CCAM, 
Okahandja,ccam01414,CCAM, 
Swakopmund,ccam02414,CCAM, 
Walvis_Bay,ccam03414,CCAM, 
LD_RMI_1414,ccam04414,CCAM, 
aegis_post_1414a,ccam15900,CCAM, 
Chibia,ccam01416,CCAM, 
Dondo,ccam02416,CCAM, 
Sky,ccam03416,CCAM, 
Sky,ccam04416,CCAM, 
aegis_post_1417a,ccam15904,CCAM, 
aegis_post_1417b,ccam15904,CCAM, 
Marimba,ccam01418,CCAM, 
Namibe,ccam01419,CCAM, 
Marimba_tailings_1420,ccam01421,CCAM, 
sol01418_Oudam_post_sieve_dump_pile,ccam02421,CCAM, 
Marimba_Drill_Hole_1420_ccam,ccam03421,CCAM, 
Epukiro,ccam04421,CCAM, 
Cabinda,ccam05421,CCAM, 
Marimba2_ccam,ccam01422,CCAM, 
Marimba2_ccam_SITE,ccam02422,CCAM, 
Rosh_Pinah_aegis,ccam03422,CCAM, 
Marimba2_tailings_B,ccam01425,CCAM, 
Marimba2_tailings_A,ccam02425,CCAM, 
sol1425_Oudam_Post_Sieve,ccam03425,CCAM, 
Marimba2_ccam,ccam04425,CCAM, 
sol1427_Marimba_presieve_dump,ccam01427,CCAM, 
sol1427_Marimba_presieve_dump,ccam02427,CCAM, 
Xangongo,ccam01428,CCAM, 
LD_RMI_1428,ccam02428,CCAM, 
Matala,ccam01429,CCAM, 
Cazombo,ccam02429,CCAM, 
Ondjiva,ccam03429,CCAM, 
Longa,ccam01432,CCAM, 
Klein_Klipneus,ccam01433,CCAM, 
Cubal,ccam01434,CCAM, 
Soyo,ccam02434,CCAM, 
Cal Target 10,ccam03434,CCAM, 
Conda_ccam,ccam01436,CCAM, 
Savungo,ccam02436,CCAM, 
Conda_ccam_post_DRT,ccam03436,CCAM, 
Chicala,ccam04436,CCAM, 
Quibala,ccam01439,CCAM, 
Quibaxe,ccam02439,CCAM, 
aegis_post_1439a,ccam15903,CCAM, 
Cal Target 10,ccam03439,CCAM, 
Cal Target 9,ccam03439,CCAM, 
Cal Target 8,ccam03439,CCAM, 
Cal Target 7,ccam03439,CCAM, 
Cal Target 6,ccam03439,CCAM, 
Cal Target 4,ccam03439,CCAM, 
Cal Target 3,ccam03439,CCAM, 
Cal Target 2,ccam03439,CCAM, 
Viana,ccam01441,CCAM, 
Ukuma,ccam02441,CCAM, 
Waku_Kungo,ccam03441,CCAM, 
aegis_post_1441a,ccam15904,CCAM, 
aegis_post_1441b,ccam15904,CCAM, 
Sky,ccam04441,CCAM, 
Viana_2,ccam01443,CCAM, 
Ganda_ccam,ccam02443,CCAM, 
Catabola,ccam03443,CCAM, 
Ganda_ccam_Pass,ccam04443,CCAM, 
Calonda,ccam05443,CCAM, 
Muchinda,ccam01446,CCAM, 
aegis_post_1446a,ccam15903,CCAM, 
Luxilo,ccam01448,CCAM, 
aegis_post_1449a,ccam15903,CCAM, 
Benguela,ccam01450,CCAM, 
Gabela,ccam02450,CCAM, 
Diyogha,ccam01454,CCAM, 
Donkerbos,ccam02454,CCAM, 
Humpata,ccam01455,CCAM, 
aegis_post_1455a,ccam15903,CCAM, 
Quela_DRT_ccam,ccam01456,CCAM, 
Sky,ccam02456,CCAM, 
Uutapi,ccam03456,CCAM, 
Marimba_postsieve_ccam,ccam01459,CCAM, 
Quela_DRT_ccam_1459,ccam02459,CCAM, 
Eenhana,ccam03459,CCAM, 
Ombomboli,ccam04459,CCAM, 
Kalkrand,ccam01460,CCAM, 
Kamanjab,ccam02460,CCAM, 
Ombomboli,ccam03460,CCAM, 
Ombomboli_2,ccam04460,CCAM, 
Cuasa,ccam01462,CCAM, 
Cuimba_ccam,ccam02462,CCAM, 
Omusati,ccam01463,CCAM, 
Didimbo_aegis,ccam02463,CCAM, 
Quela_Drill_zstack,ccam03463,CCAM, 
Quela_tailings_ccam,ccam01466,CCAM, 
Quela_Drill_Hole_CCAM,ccam02466,CCAM, 
Okakarara,ccam03466,CCAM, 
Camaxilo,ccam04466,CCAM, 
Quela_Pre_Sieve_Dump_Pile_CCAM,ccam01467,CCAM, 
Quela_Drill_Hole_CCAM_1,ccam02467,CCAM, 
Quela_Drill_Tailings_ccam_1,ccam03467,CCAM, 
Sumbe,ccam04467,CCAM, 
Goantagab,ccam05467,CCAM, 
Cacolo,ccam01469,CCAM, 
Malembo,ccam02469,CCAM, 
aegis_post_1469a,ccam15903,CCAM, 
Chiagne,ccam01470,CCAM, 
Chibemba,ccam02470,CCAM, 
Chibanda,ccam03470,CCAM, 
aegis_post_1472a,ccam15903,CCAM, 
Cal Target 10,ccam04470,CCAM, 
Cal Target 9,ccam04470,CCAM, 
Cal Target 8,ccam04470,CCAM, 
Cal Target 7,ccam04470,CCAM, 
Cal Target 6,ccam04470,CCAM, 
Cal Target 4,ccam04470,CCAM, 
Cal Target 3,ccam04470,CCAM, 
Cal Target 2,ccam04470,CCAM, 
Mulondo,ccam01473,CCAM, 
Caboledo,ccam02473,CCAM, 
Chissamba,ccam03473,CCAM, 
Usakos,ccam04473,CCAM, 
Kopong_CCAM,ccam01474,CCAM, 
Munhango,ccam01475,CCAM, 
Jwaneng_CCAM,ccam02475,CCAM, 
aegis_post_1475a,ccam15903,CCAM, 
Sky,ccam03475,CCAM, 
Sky,ccam04475,CCAM, 
Chadibe_ccam,ccam01477,CCAM, 
Bobonong,ccam02477,CCAM, 
Dukwi,ccam03477,CCAM, 
Catumbela_CCAM,ccam04477,CCAM, 
Francistown,ccam05477,CCAM, 
aegis_post_1478a,ccam15903,CCAM, 
Oodi_CCAM,ccam01480,CCAM, 
Caconda,ccam02480,CCAM, 
Calenga,ccam03480,CCAM, 
aegis_post_1481a,ccam15903,CCAM, 
Coutada,ccam01482,CCAM, 
Cuangar,ccam02482,CCAM, 
Cacuso,ccam03482,CCAM, 
aegis_post_1483a,ccam15903,CCAM, 
Serowe_CCAM,ccam01484,CCAM, 
Tobane_CCAM,ccam02484,CCAM, 
aegis_post_1486a,ccam15903,CCAM, 
Cal Target 10,ccam03484,CCAM, 
Palapye,ccam01487,CCAM, 
Tutume,ccam02487,CCAM, 
Shoshong,ccam03487,CCAM, 
Molepolole,ccam04487,CCAM, 
aegis_post_1487a,ccam15904,CCAM, 
aegis_post_1487b,ccam15904,CCAM, 
Sangwali,ccam01489,CCAM, 
Orapa,ccam02489,CCAM, 
Katima_Mulilo,ccam03489,CCAM, 
Cal Target 10,ccam04489,CCAM, 
Sky,ccam01491,CCAM, 
Sebina_ccam,ccam02491,CCAM, 
Musserra,ccam03491,CCAM, 
Mussende,ccam04491,CCAM, 
Quela_post-sieve_dump_pile_ccam,ccam01493,CCAM, 
Mavinga,ccam02493,CCAM, 
Sebina_Drill_zstack,ccam01495,CCAM, 
Quela_post-sieve_dump_pile_ccam2,ccam01496,CCAM, 
Sebina_tailings_ccam,ccam02496,CCAM, 
Sebina_Drill_Hole_ccam,ccam03496,CCAM, 
Okambonde,ccam01497,CCAM, 
Nokaneng,ccam02497,CCAM, 
Zenith Sky Flat,ccam03497,CCAM, 
Sebina_presieve_dump_ccam,ccam04497,CCAM, 
Sebina_presieve_dump_ccam_2,ccam05497,CCAM, 
Sebina_tailings_ccam_2,ccam06497,CCAM, 
Coemba,ccam07497,CCAM, 
Luma_Cassao,ccam08497,CCAM, 
Nokaneng_2,ccam09497,CCAM, 
Ranaka,ccam01500,CCAM, 
Seleka,ccam02500,CCAM, 
The_Bubbles,ccam01501,CCAM, 
The_Bowl,ccam02501,CCAM, 
St_Sauveur,ccam01502,CCAM, 
The_Tarn,ccam02502,CCAM, 
Somesville,ccam01503,CCAM, 
Cedar_Swamp,ccam01504,CCAM, 
Cadillac_Mountain,ccam02504,CCAM, 
CCCT_FOR_SKY_PASS,ccam03504,CCAM, 
LD_RMI_loc13_sol1505,ccam04504,CCAM, 
Egg_Rock,ccam05504,CCAM, 
Upper_Hadlock,ccam06504,CCAM, 
Witch_Hole_Pond,ccam01507,CCAM, 
Ingraham_Point,ccam01508,CCAM, 
aegis_post_1508a,ccam15903,CCAM, 
Ellsworth,ccam01509,CCAM, 
Sand_Beach,ccam02509,CCAM, 
The_Triad,ccam03509,CCAM, 
Rum_Island,ccam04509,CCAM, 
aegis_post_1509a,ccam15903,CCAM, 
Cal Target 10,ccam05509,CCAM, 
Cal Target 9,ccam05509,CCAM, 
Cal Target 8,ccam05509,CCAM, 
Cal Target 7,ccam05509,CCAM, 
Cal Target 6,ccam05509,CCAM, 
Cal Target 4,ccam05509,CCAM, 
Cal Target 3,ccam05509,CCAM, 
Cal Target 2,ccam05509,CCAM, 
Pemetic,ccam01511,CCAM, 
Jordan_Pond,ccam02511,CCAM, 
Penobscot_ccam,ccam03511,CCAM, 
aegis_post_1513a,ccam15903,CCAM, 
Asticou,ccam01514,CCAM, 
Bass_Harbor_Head,ccam02514,CCAM, 
aegis_post_1514a,ccam15903,CCAM, 
Sky,ccam03514,CCAM, 
Sky,ccam04514,CCAM, 
Ship_Island,ccam01516,CCAM, 
Stave_Island,ccam02516,CCAM, 
aegis_post_1516a,ccam15903,CCAM, 
Folly_Island_ccam,ccam01518,CCAM, 
Burnt_Porcupine,ccam02518,CCAM, 
Hadley_Point,ccam03518,CCAM, 
Old_Whale_Ledge,ccam04518,CCAM, 
aegis_post_1519a,ccam15903,CCAM, 
LD_RMI_loc13_sol1520,ccam05518,CCAM, 
Daggett,ccam01521,CCAM, 
Madrid,ccam02521,CCAM, 
LD_RMI_loc44_sol1521,ccam03521,CCAM, 
aegis_post_1521a,ccam15904,CCAM, 
aegis_post_1521b,ccam15904,CCAM, 
Islesford,ccam01523,CCAM, 
Sutton_Island_ccam,ccam02523,CCAM, 
Duck_Harbor,ccam03523,CCAM, 
Cal Target 10,ccam04523,CCAM, 
Ironbound_Island,ccam01525,CCAM, 
Goat_Trail,ccam02525,CCAM, 
aegis_post_1526a,ccam15903,CCAM, 
Turret targets - Drill bit tip,ccam15011,CCAM, 
Turret targets - Drill bit tip,ccam15010,CCAM, 
Sky,ccam01528,CCAM, 
Thomas_Bay,ccam02528,CCAM, 
The_Anvil,ccam03528,CCAM, 
The_Ovens,ccam04528,CCAM, 
Cal Target 10,ccam05528,CCAM, 
Precipice_DRT_ccam,ccam01531,CCAM, 
Frenchman_Bay,ccam02531,CCAM, 
Hunters_Beach,ccam03531,CCAM, 
Breakneck_Pond,ccam04531,CCAM, 
Sebina_postsieve_dump_ccam,ccam01534,CCAM, 
LD_RMI_loc34_sol1534,ccam02534,CCAM, 
West_Tremont,ccam01535,CCAM, 
Eastern_Head,ccam02535,CCAM, 
Birch_Point,ccam01537,CCAM, 
Bartlett_Narrows,ccam02537,CCAM, 
Compass_Harbor,ccam03537,CCAM, 
LD_RMI_loc34_46_sol1538,ccam04538,CCAM, 
LD_Ireson_Hill_1538,ccam05538,CCAM, 
Hunters_Beach_2,ccam01541,CCAM, 
Gorham_Mountain,ccam02541,CCAM, 
Gorham_Mountain_Top,ccam03541,CCAM, 
Hunters_Beach_3,ccam01542,CCAM, 
Sargent_Mountain,ccam02542,CCAM, 
Youngs_Mountain,ccam03542,CCAM, 
Bracy_Cove,ccam01543,CCAM, 
The_Anvil_2,ccam02543,CCAM, 
Cal Target 10,ccam03543,CCAM, 
Aunt_Betty_Pond,ccam01544,CCAM, 
Kebo_Mountain,ccam02544,CCAM, 
The_Anvil_3,ccam01545,CCAM, 
Blue_Hill,ccam02545,CCAM, 
Western_Head,ccam03545,CCAM, 
LD_Ireson_Hill_2_1548,ccam01548,CCAM, 
Blue_Hill_2,ccam02548,CCAM, 
Blue_Hill_3,ccam03548,CCAM, 
Bear_Brook,ccam01550,CCAM, 
Canon_Brook,ccam02550,CCAM, 
Sky,ccam03550,CCAM, 
Sky,ccam04550,CCAM, 
Cal Target 10,ccam05550,CCAM, 
Cal Target 9,ccam05550,CCAM, 
Cal Target 8,ccam05550,CCAM, 
Cal Target 7,ccam05550,CCAM, 
Cal Target 6,ccam05550,CCAM, 
Cal Target 4,ccam05550,CCAM, 
Cal Target 3,ccam05550,CCAM, 
Cal Target 2,ccam05550,CCAM, 
Hall_Quarry,ccam01552,CCAM, 
Long_Porcupine,ccam02552,CCAM, 
Somes_Sound,ccam01555,CCAM, 
Schoodic_Peninsula,ccam02555,CCAM, 
South_Bubble,ccam03555,CCAM, 
Schooner_Head,ccam04555,CCAM, 
Moore_Harbor,ccam01566,CCAM, 
Northeast_Harbor,ccam02566,CCAM, 
Goose_Cove,ccam03566,CCAM, 
Deep_Cove,ccam04566,CCAM, 
Dix_Point,ccam05566,CCAM, 
Beech_Mountain_ccam,ccam01569,CCAM, 
