sclk,File_name,Target_plan,SiO2,SiO2_RMSEP,SiO2_shots_stdev,TiO2,TiO2_RMSEP,TiO2_shots_stdev,Al2O3,Al2O3_RMSEP,Al2O3_shots_stdev,FeOT,FeOT_RMSEP,FeOT_shots_stdev,MgO,MgO_RMSEP,MgO_shots_stdev,CaO,CaO_RMSEP,CaO_shots_stdev,Na2O,Na2O_RMSEP,Na2O_shots_stdev,K2O,K2O_RMSEP,K2O_shots_stdev,Sum_of_Oxides,Spectrum_Total
547252175,CL5_547252175CCS_F0623350CCAM02687P1.SAV,The_Gorge,47.995925,4.9460244,0.29,0.90524319,0.47447067,0.361331578,12.677291,3.5687368,0.82,19.999873,4.2206764,1.655,7.8824374,2.2490351,0.352,6.9089312,2.2389548,0.4,2.988948,0.62186378,0.4,0.41959228,0.62989408,0.4,99.778241,5.49E+14
547252283,CL5_547252283CCS_F0623350CCAM02687P1.SAV,The_Gorge,48.284254,4.9455228,0.66,0.91522915,0.4767212,0.452851122,12.692759,3.5689263,0.26,20.087531,4.2340174,1.785,7.8043224,2.2364395,0.376,6.4389722,2.1087885,0.2,3.0270442,0.62385118,0.2,0.42193146,0.62989408,0.2,99.672043,5.73E+14
547252387,CL5_547252387CCS_F0623350CCAM02687P1.SAV,The_Gorge,47.54743,4.947226,0.78,0.93161014,0.47892067,0.823786606,12.679804,3.5687368,0.83,20.493934,4.2906308,1.51,7.8092394,2.238014,0.498,6.5035362,2.1257036,0.3,2.9129769,0.61827606,0.3,0.39369753,0.61924875,0.3,99.272228,5.64E+14
547252679,CL5_547252679CCS_F0623350CCAM02687P1.SAV,The_Gorge,48.2525,4.9455762,0.16,0.95314068,0.48331749,0.939788082,12.326378,3.5625691,0.88,20.334523,4.2684021,0.76,7.9269911,2.2569075,0.318,6.4241141,2.1031501,0.2,2.9088789,0.61827606,0.2,0.4135541,0.62621486,0.2,99.54008,5.88E+14
547252787,CL5_547252787CCS_F0623350CCAM02687P1.SAV,The_Gorge,47.973883,4.9460783,0.71,0.94208536,0.4811191,0.372837497,13.290877,3.5808563,0.78,20.222499,4.2531195,1.61,7.4899225,2.1886015,0.39,6.5197088,2.1313419,0.2,3.0312966,0.62385118,0.2,0.41370911,0.62621486,0.2,99.883981,5.51E+14
547252890,CL5_547252890CCS_F0623350CCAM02687P1.SAV,The_Gorge,47.606553,4.946723,0.73,0.91827523,0.4767212,0.488860953,12.606368,3.5674665,0.02,20.039782,4.2266059,1.935,7.6918086,2.2191203,0.374,6.8083535,2.2115228,1.1,2.9739421,0.62093437,0.05,0.38337815,0.61578178,0.02,99.028461,5.35E+14
547253182,CL5_547253182CCS_F0623350CCAM02687P1.SAV,The_Gorge,48.006837,4.9460063,0.04,0.91000447,0.47447067,0.535173422,12.96936,3.574254,0.26,20.166845,4.2458763,0.73,7.5631016,2.1992629,0.498,6.7749763,2.2005348,1.1,2.9282142,0.61911339,0.05,0.38718242,0.61924875,0.02,99.706521,5.60E+14
547253290,CL5_547253290CCS_F0623350CCAM02687P1.SAV,The_Gorge,48.122094,4.9458094,0.73,0.92885553,0.47892067,0.897836627,13.153728,3.5779412,0.58,20.196294,4.2503233,1.63,7.6311042,2.2099245,0.342,6.4716061,2.1172459,1.1,3.1791806,0.63197428,0.05,0.44081082,0.63725245,0.02,100.12367,5.14E+14
547253394,CL5_547253394CCS_F0623350CCAM02687P1.SAV,The_Gorge,47.973993,4.9460783,0.91,0.96247641,0.48550186,0.858532936,12.949187,3.5738573,0.54,20.252962,4.2572875,0.8,7.7640325,2.2301416,0.338,6.8257149,2.2170167,1.1,3.0296307,0.62385118,0.05,0.37982396,0.61578178,0.02,100.13782,5.55E+14
547253645,CL5_547253645CCS_F0623350CCAM02687P1.SAV,The_Gorge,47.790611,4.9464006,0.38,0.93597842,0.4811191,0.489975862,13.073915,3.5763025,0.79,20.381763,4.2753487,0.94,7.7877865,2.234865,0.486,6.5329687,2.1341612,1.1,3.0490836,0.62485582,0.05,0.38170031,0.61578178,0.02,99.933807,5.76E+14
547700582,CL5_547700582CCS_F0630100CCAM03692P1.SAV,The_Maypole,29.7,6.9,1.3,0.6,0.39,0.02,6,3.2,0.4,10.9,2.8,0.8,2.8,1.6,0.2,24.4,4.7,1.1,0.73,0.47,0.05,0.21,0.57,0.02,75.35,5.85E+14
547700657,CL5_547700657CCS_F0630100CCAM03692P1.SAV,The_Maypole,29.3,6.9,2.3,0.61,0.39,0.02,5.5,3.1,0.5,11.3,2.8,0.6,3,1.7,0.3,24.3,4.7,1.3,0.72,0.47,0.08,0.22,0.57,0.03,74.84,5.77E+14
547700721,CL5_547700721CCS_F0630100CCAM03692P1.SAV,The_Maypole,26.9,7,7.7,0.59,0.39,0.2,6,3.2,1.9,9.4,2.6,2.7,2.8,1.6,0.6,27.3,5.3,3.7,0.73,0.47,0.22,0.17,0.56,0.08,73.88,4.96E+14
547700785,CL5_547700785CCS_F0630100CCAM03692P1.SAV,The_Maypole,7.2,6.7,4.9,0.2,0.25,0.08,1.2,2.6,1,2.5,1.8,1.3,2,1.6,0.4,34.6,6.3,1.2,0.23,0.33,0.09,0.03,0.52,0.02,48,4.33E+14
547700849,CL5_547700849CCS_F0630100CCAM03692P1.SAV,The_Maypole,20.2,7,1.9,0.54,0.37,0.09,4.1,2.9,0.4,4.8,2,0.7,1.8,1.6,0.2,29.7,5.8,0.8,0.52,0.41,0.04,0.09,0.54,0.01,61.84,4.76E+14
544956385,CL5_544956385CCS_F0620444CCAM04661P1.SAV,The_Mud_Hole,52.1,5,0.6,0.9,0.47,0.05,10.2,3.5,0.4,21.1,4,0.3,4.6,1.8,0.2,2.4,1.1,0.3,2.55,0.62,0.12,1.55,1.06,0.05,95.47,4.15E+14
544956455,CL5_544956455CCS_F0620444CCAM04661P1.SAV,The_Mud_Hole,55.6,5.1,0.9,1.21,0.54,0.14,10.2,3.5,0.4,17.8,3.7,0.7,5.8,2,0.3,2.6,1.1,0.3,2.67,0.62,0.14,1.25,0.96,0.1,97.12,3.58E+14
544956519,CL5_544956519CCS_F0620444CCAM04661P1.SAV,The_Mud_Hole,47.1,5,1.6,0.85,0.46,0.08,8.8,3.5,0.3,19.3,3.8,0.6,4,1.8,0.3,5.8,1.9,0.5,1.98,0.63,0.07,1.26,0.97,0.15,89,3.77E+14
544956583,CL5_544956583CCS_F0620444CCAM04661P1.SAV,The_Mud_Hole,54.5,5.1,2.7,0.88,0.47,0.03,10.3,3.5,0.7,17.6,3.7,0.7,4.9,1.9,0.4,4,1.4,1.5,2.22,0.62,0.1,0.95,0.85,0.09,95.24,3.22E+14
544956647,CL5_544956647CCS_F0620444CCAM04661P1.SAV,The_Mud_Hole,55.3,5.1,0.3,0.91,0.47,0.03,10.6,3.5,0.3,18.2,3.7,0.4,5.3,1.9,0.2,1.7,1,0.1,2.81,0.62,0.08,1.19,0.94,0.09,95.95,3.22E+14
414801171,CL5_414801171CCS_F0060000CCAM01195P3.SAV,Thelon,53.6,5.1,0.4,1.17,0.53,0.05,12.1,3.6,0.3,20.9,4,0.4,4.5,1.8,0.3,1.8,1,0.2,2.62,0.62,0.09,1.23,0.96,0.1,97.96,4.11E+14
414801241,CL5_414801241CCS_F0060000CCAM01195P3.SAV,Thelon,54.8,5.1,0.6,0.93,0.48,0.03,11.4,3.5,0.4,20.2,3.9,0.6,4.8,1.9,0.3,1.8,1,0.1,2.64,0.62,0.09,1.05,0.89,0.06,97.63,3.34E+14
414801308,CL5_414801308CCS_F0060000CCAM01195P3.SAV,Thelon,53.3,5.1,0.7,1.06,0.51,0.07,10.9,3.5,0.3,21.4,4,0.8,4.5,1.8,0.3,1.9,1,0.2,2.71,0.62,0.09,1.14,0.92,0.08,96.8,2.57E+14
414801418,CL5_414801418CCS_F0060000CCAM01195P3.SAV,Thelon,45.7,5,1.2,0.79,0.45,0.07,10.2,3.5,0.4,21.8,4.1,1.7,3.8,1.7,0.3,4.7,1.6,0.5,2.49,0.62,0.06,1.6,1.08,0.23,91.09,3.25E+14
414801639,CL5_414801639CCS_F0060000CCAM01195P3.SAV,Thelon,55.4,5.1,0.5,0.97,0.49,0.04,11.9,3.6,0.3,19.7,3.9,0.4,4.8,1.8,0.3,2,1,0.2,2.78,0.62,0.12,1.29,0.98,0.11,98.9,3.18E+14
414801709,CL5_414801709CCS_F0060000CCAM01195P3.SAV,Thelon,57.5,5.2,1.1,0.99,0.49,0.07,13.1,3.6,0.3,10.2,2.7,1.4,6.1,2,0.3,2,1,0.1,3,0.62,0.09,1.25,0.96,0.06,94.18,3.81E+14
414801820,CL5_414801820CCS_F0060000CCAM01195P3.SAV,Thelon,52.5,5,0.8,0.94,0.48,0.07,12.2,3.6,0.5,19.7,3.9,0.7,4.8,1.9,0.3,1.8,1,0.2,2.87,0.62,0.1,1.42,1.02,0.09,96.18,4.67E+14
414801887,CL5_414801887CCS_F0060000CCAM01195P3.SAV,Thelon,53.8,5.1,0.5,0.86,0.46,0.05,14,3.6,0.8,18.1,3.7,0.3,4.8,1.8,0.2,2.1,1.1,0.2,3.31,0.64,0.14,1.49,1.05,0.12,98.54,4.18E+14
414801954,CL5_414801954CCS_F0060000CCAM01195P3.SAV,Thelon,53.5,5.1,0.5,0.8,0.45,0.01,13.3,3.6,0.5,18.1,3.7,0.6,4.2,1.8,0.1,2.6,1.1,0.2,3.54,0.66,0.13,1.69,1.1,0.08,97.83,4.15E+14
565539177,CL5_565539177CCS_F0670650CCAM03892P1.SAV,Third_White_Ash,54.6,5.1,0.5,0.98,0.49,0.03,11.5,3.5,0.3,20.2,3.9,0.5,3.1,1.7,0.1,1.7,1,0.1,3,0.62,0.14,1.42,1.02,0.06,96.53,4.83E+14
565539254,CL5_565539254CCS_F0670650CCAM03892P1.SAV,Third_White_Ash,51.6,5,0.6,1.15,0.53,0.04,9.5,3.5,0.3,18.5,3.8,0.6,3.6,1.7,0.1,1.5,1,0.2,2.68,0.62,0.12,1.16,0.93,0.1,89.52,4.97E+14
565539320,CL5_565539320CCS_F0670650CCAM03892P1.SAV,Third_White_Ash,52,5,0.8,0.96,0.49,0.02,10.9,3.5,0.3,17.4,3.6,1.3,3.2,1.7,0.1,1.8,1,0.1,2.79,0.62,0.1,1.3,0.98,0.11,90.28,4.70E+14
565539386,CL5_565539386CCS_F0670650CCAM03892P1.SAV,Third_White_Ash,50.7,5,0.7,0.93,0.48,0.02,12,3.6,0.5,17.2,3.6,0.9,3.5,1.7,0.1,1.8,1,0.1,2.65,0.62,0.12,1.21,0.95,0.09,89.99,5.02E+14
565539452,CL5_565539452CCS_F0670650CCAM03892P1.SAV,Third_White_Ash,51,5,0.9,1.17,0.53,0.05,10.5,3.5,0.7,18.6,3.8,1.3,3.9,1.8,0.2,1.6,1,0.2,2.54,0.62,0.12,1.4,1.02,0.35,90.76,4.95E+14
426696134,CL5_426696134CCS_F0070136CCAM02329P3.SAV,Thomson,52.7,5,0.8,0.97,0.49,0.02,10.6,3.5,0.6,19.6,3.9,0.9,4.3,1.8,0.1,1.8,1,0.2,2.81,0.62,0.15,1.3,0.98,0.05,94.21,4.31E+14
426696211,CL5_426696211CCS_F0070136CCAM02329P3.SAV,Thomson,8.4,6.7,6.7,0.2,0.25,0.23,2.2,2.7,1.4,2.5,1.8,2.5,1.6,1.5,0.7,35.2,6.3,4.4,0.4,0.38,0.2,0.02,0.52,0.03,50.51,4.14E+14
426696277,CL5_426696277CCS_F0070136CCAM02329P3.SAV,Thomson,3.7,6.7,5.2,0,0.2,0.14,0.7,2.6,0.8,1.3,1.7,1.1,2.6,1.6,0.6,42.8,6.8,2.7,0.26,0.34,0.12,0.01,0.52,0.01,51.33,1.39E+14
426696487,CL5_426696487CCS_F0070136CCAM02329P3.SAV,Thomson,0.1,6.7,1,0,0.2,0.07,0.7,2.6,0.1,0,1.6,0.4,0.9,1.5,0.2,40.8,6.7,4.3,0.24,0.33,0.04,0,0.51,0,42.81,2.94E+14
426696564,CL5_426696564CCS_F0070136CCAM02329P3.SAV,Thomson,8.8,6.7,1.9,0.2,0.25,0.15,2.6,2.7,0.5,3,1.8,1.2,1.8,1.6,0.3,36.2,6.4,1.4,0.51,0.41,0.07,0.03,0.52,0.01,53.09,2.41E+14
426696630,CL5_426696630CCS_F0070136CCAM02329P3.SAV,Thomson,1.1,6.7,1.4,0,0.2,0.09,1.1,2.6,0.6,0,1.6,0.6,1.1,1.5,0.4,43.6,6.8,2.5,0.28,0.34,0.08,0.01,0.52,0,47.11,1.75E+14
426696840,CL5_426696840CCS_F0070136CCAM02329P3.SAV,Thomson,56.3,5.2,0.6,0.95,0.48,0.05,16.8,3.7,1.1,17.3,3.6,0.5,4.9,1.9,0.4,2.3,1.1,0.1,3.27,0.64,0.22,1.24,0.96,0.16,103.06,1.44E+14
426696917,CL5_426696917CCS_F0070136CCAM02329P3.SAV,Thomson,55.1,5.1,0.5,0.89,0.47,0.01,13.2,3.6,0.5,17.7,3.7,0.3,4.8,1.9,0.2,1.7,1,0.1,3.14,0.63,0.11,1.04,0.88,0.05,97.66,3.09E+14
426696983,CL5_426696983CCS_F0070136CCAM02329P3.SAV,Thomson,51.5,5,1.1,0.79,0.45,0.03,11.1,3.5,0.9,16.5,3.5,0.3,4.5,1.8,0.1,5.2,1.8,0.5,2.55,0.62,0.27,0.99,0.86,0.13,93.02,2.46E+14
426697054,CL5_426697054CCS_F0070136CCAM02329P3.SAV,Thomson,56.2,5.2,0.3,0.93,0.48,0.04,11.7,3.6,0.7,17.5,3.7,0.3,4.9,1.9,0.2,1.5,1,0.1,2.92,0.62,0.15,0.99,0.86,0.1,96.71,2.64E+14
399444150,CL5_399444150CCS_F0030100CCAM01022P3.SAV,Thor_Lake,56.4,5.2,0.5,0.9,0.47,0.03,12.2,3.6,0.9,17.1,3.6,0.3,4.7,1.8,0.2,1.5,1,0.1,4.39,0.76,0.25,0.62,0.71,0.09,97.78,2.43E+14
399444255,CL5_399444255CCS_F0030100CCAM01022P3.SAV,Thor_Lake,17.6,6.9,16.1,0.55,0.37,0.18,4.9,3,2.4,10.9,2.8,4.8,1.7,1.6,3,25.5,4.9,10.3,0.64,0.45,0.6,0.03,0.52,0.11,61.86,4.75E+14
399444360,CL5_399444360CCS_F0030100CCAM01022P3.SAV,Thor_Lake,61.8,5.3,0.4,1.06,0.51,0.09,15.9,3.6,0.4,6.2,2.2,0.4,6.6,2.1,0.3,2,1,0.2,2.83,0.62,0.14,1.64,1.09,0.19,98.06,2.31E+14
399444466,CL5_399444466CCS_F0030100CCAM01022P3.SAV,Thor_Lake,54.9,5.1,0.4,0.87,0.47,0.03,12.4,3.6,0.4,21,4,0.3,3.9,1.8,0.2,1.7,1,0.1,3.07,0.63,0.1,1.42,1.02,0.09,99.24,3.15E+14
399444571,CL5_399444571CCS_F0030100CCAM01022P3.SAV,Thor_Lake,55.3,5.1,1.1,1.15,0.53,0.05,13.2,3.6,0.3,21.2,4,0.8,4.4,1.8,0.3,1.7,1,0.1,3.36,0.64,0.18,2.12,1.17,0.14,102.39,3.73E+14
555688447,CL5_555688447CCS_F0650000CCAM01782P1.SAV,Thorne,52,5,0.5,0.96,0.49,0.06,12.4,3.6,0.6,17.5,3.7,0.5,4.1,1.8,0.2,1.7,1,0.1,2.79,0.62,0.06,1.89,1.14,0.21,93.33,6.69E+14
555688517,CL5_555688517CCS_F0650000CCAM01782P1.SAV,Thorne,42.828648,5.1589155,0.3,1.00752,0.49630839,0.044799975,7.2749517,3.3381016,0.59,17.655413,3.828608,1.625,8.1276964,2.2886016,0.364,6.2645622,2.0579488,2.3,1.5477062,0.64655542,2.3,0.16141325,0.54545432,2.3,84.86791,5.33E+14
555688581,CL5_555688581CCS_F0650000CCAM01782P1.SAV,Thorne,42.993124,5.1461792,0.16,0.99606907,0.49415541,0.020607969,8.4907008,3.4455025,0.11,18.227425,3.9285882,0.945,7.5047482,2.1901245,0.274,6.6858418,2.1785591,0.2,1.7451606,0.64458168,0.2,0.2231584,0.56335747,0.2,86.866228,4.28E+14
555688645,CL5_555688645CCS_F0650000CCAM01782P1.SAV,Thorne,41.259076,5.3137579,0.76,0.94896698,0.48331749,0.060227467,8.0184285,3.4099445,0.09,17.397388,3.7830889,0.94,7.8859267,2.2506096,0.226,6.7224738,2.1868,0.6,1.7964588,0.6424275,0.6,0.26789095,0.57894516,0.6,84.29661,6.38E+14
555688709,CL5_555688709CCS_F0650000CCAM01782P1.SAV,Thorne,38.974766,5.6048427,0.8,1.0149218,0.49630839,0.008345136,6.8029494,3.2853963,0.25,18.00403,3.8882852,0.995,7.7621382,2.2301416,0.252,7.0861747,2.2868209,0.1,1.5404359,0.64620233,0.1,0.3267849,0.59844702,0.1,81.512201,7.13E+14
558087317,CL5_558087317CCS_F0653200CCAM03809P1.SAV,Thread_of_Life_Ledge,39.499921,5.5310416,0.14,1.3284627,0.57021487,0.000585937,7.3717282,3.3488002,0.54,21.05409,4.3617005,0.955,5.7767175,1.9492955,0.262,4.1330811,1.4534054,2.6,1.5216955,0.64549613,2.6,0.65668074,0.72291982,2.6,81.342377,7.60E+14
558087393,CL5_558087393CCS_F0653200CCAM03809P1.SAV,Thread_of_Life_Ledge,39.712147,5.5035472,0.4,1.4576781,0.60508919,0.008587262,7.4067664,3.3530345,0.65,21.72045,4.4339929,1.925,6.2056644,2.0053132,0.378,3.8500037,1.3815103,0.8,1.6394533,0.64720619,0.8,0.80939971,0.78601515,0.8,82.801562,8.43E+14
558087458,CL5_558087458CCS_F0653200CCAM03809P1.SAV,Thread_of_Life_Ledge,39.817009,5.4892468,0.55,1.6179695,0.65041876,0.05341116,7.6172801,3.3736296,0.87,22.326397,4.4873624,1.71,5.87758,1.9621103,0.45,3.5335269,1.3032826,1.6,1.6551233,0.64703488,1.6,0.85169205,0.80319583,1.6,83.296579,8.15E+14
558087524,CL5_558087524CCS_F0653200CCAM03809P1.SAV,Thread_of_Life_Ledge,40.266788,5.4307446,0.77,1.6601167,0.66174346,0.010003027,7.7318186,3.3842607,0.7,22.538211,4.5027242,1.555,6.1131837,1.9918798,0.372,3.1401713,1.214089,0.4,1.602801,0.64727986,0.4,0.81073225,0.78601515,0.4,83.863822,7.51E+14
558087590,CL5_558087590CCS_F0653200CCAM03809P1.SAV,Thread_of_Life_Ledge,40.035448,5.4606457,0.33,1.6695086,0.66455209,0.003216495,7.765154,3.3878031,0.59,22.093376,4.4676123,0.565,6.2045412,2.0039699,0.336,3.1558398,1.218603,0.3,1.6354465,0.64720619,0.3,0.78590539,0.77750933,0.3,83.345219,8.76E+14
412778937,CL5_412778937CCS_F0060000CCAM03172P3.SAV,Thundercloud,40.142115,5.4476457,0.42,1.606251,0.64757174,0.041601515,7.5798961,3.3697066,0.89,22.13746,4.4718132,1.94,6.5193334,2.0472901,0.42,3.4823467,1.2912388,0.4,1.5794742,0.64704186,0.4,0.8048819,0.78176224,0.4,83.851758,8.22E+14
412779008,CL5_412779008CCS_F0060000CCAM03172P3.SAV,Thundercloud,39.840557,5.4866467,0.69,1.5225967,0.62195265,0.06456078,7.9702295,3.4055164,0.83,22.687777,4.5136967,0.665,6.1932521,2.0026267,0.334,4.1986267,1.4720696,0.3,1.6475288,0.64712054,0.3,0.84811632,0.80319583,0.3,84.908685,7.86E+14
412779077,CL5_412779077CCS_F0060000CCAM03172P3.SAV,Thundercloud,39.015572,5.5978804,0.07,1.5843068,0.63902617,0.085561891,7.5098725,3.3628416,0.02,22.466061,4.4976034,0.965,6.6706677,2.0683725,0.308,3.9034369,1.3942432,0.4,1.608253,0.64739883,0.4,0.89540491,0.82471693,0.4,83.653574,8.29E+14
412779185,CL5_412779185CCS_F0060000CCAM03172P3.SAV,Thundercloud,38.530612,5.6679282,0.48,1.6032593,0.64472473,0.026708336,7.3478285,3.3466604,0.54,23.992142,4.6087918,1.935,6.4130251,2.0321798,0.34,3.9100177,1.3967897,0.6,1.6063612,0.64739883,0.6,0.92708331,0.83764672,0.6,84.330329,8.59E+14
412779254,CL5_412779254CCS_F0060000CCAM03172P3.SAV,Thundercloud,38.303069,5.7022219,0.32,1.5682698,0.63617557,0.033718539,7.1730329,3.3274031,0.48,24.24614,4.627811,1.52,6.7222342,2.0753999,0.404,4.1293693,1.4534054,0.1,1.5649535,0.6468038,0.1,0.90728763,0.82902688,0.1,84.614357,8.58E+14
412779396,CL5_412779396CCS_F0060000CCAM03172P3.SAV,Thundercloud,39.089148,5.5881329,0.69,1.598919,0.64472473,0.052531485,7.2253005,3.3338223,0.98,22.519799,4.5012612,0.6,6.8554045,2.0950768,0.466,4.1702791,1.4640707,1.2,1.5723027,0.64692283,1.2,0.85952958,0.80749989,1.2,83.890683,8.63E+14
412779504,CL5_412779504CCS_F0060000CCAM03172P3.SAV,Thundercloud,38.289978,5.7037129,0.32,1.571597,0.63617557,0.005760023,7.3384148,3.3455904,0.67,23.498822,4.5729485,0.965,6.6086278,2.0599394,0.41,4.2910944,1.4960666,0.4,1.5228846,0.64549613,0.4,0.77956781,0.77325636,0.4,83.900986,8.54E+14
412779573,CL5_412779573CCS_F0060000CCAM03172P3.SAV,Thundercloud,38.671254,5.6470542,0.24,1.5726851,0.63617557,0.032214585,7.1286288,3.3231237,0.88,22.51427,4.5005298,1.53,6.902584,2.1008773,0.356,4.2718179,1.490734,0.5,1.5371558,0.64620233,0.5,0.8276083,0.79458773,0.5,83.426004,8.51E+14
412779647,CL5_412779647CCS_F0060000CCAM03172P3.SAV,Thundercloud,38.018016,5.7439704,0.47,1.5890382,0.64187682,0.047277196,7.1696233,3.3274031,0.87,24.128028,4.6190329,1.805,6.411979,2.0321798,0.462,4.6802826,1.6028547,0.2,1.5014938,0.64478993,0.2,0.78906668,0.77750933,0.2,84.287528,8.58E+14
570336051,CL5_570336051CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,37.885305,5.7633538,0.01,1.5879458,0.64187682,0.024978611,7.1346223,3.3231237,0.63,23.689433,4.5868468,0.745,6.5992337,2.0585339,0.316,4.5286031,1.5613878,0.2,1.4678611,0.64301133,0.2,0.76961492,0.76900345,0.2,83.662619,8.61E+14
570336121,CL5_570336121CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,37.151966,5.8736892,0.1,1.5656427,0.63617557,0.053559705,7.2261807,3.3338223,0.57,24.109354,4.6175699,0.895,6.3802385,2.0281498,0.418,4.9876496,1.6906673,0.2,1.5061969,0.64514303,0.2,0.75825403,0.76475054,0.2,83.685483,8.75E+14
570336184,CL5_570336184CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,37.450657,5.828958,0.89,1.6308394,0.6532619,0.021409738,7.0457184,3.3141856,0.71,24.814194,4.6687751,1.56,6.343018,2.0227766,0.282,4.9554251,1.6821487,0.1,1.4846542,0.6436221,0.1,0.68297775,0.73124003,0.1,84.407483,8.65E+14
570336248,CL5_570336248CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,37.859712,5.7678266,0.96,1.5917003,0.64187682,0.034810262,7.0848126,3.3176403,0.23,24.113884,4.6175699,0.66,6.5617548,2.052912,0.306,4.5709723,1.5724455,0.2,1.4614518,0.64240056,0.2,0.7560008,0.76475054,0.2,84.000288,8.62E+14
570336312,CL5_570336312CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,37.418158,5.8334317,0.87,1.6077292,0.64757174,0.06141394,7.0257906,3.3118825,0.73,24.588596,4.6526818,1.625,6.5893527,2.0571284,0.308,4.7874116,1.6338762,0.1,1.4359407,0.64117062,0.1,0.74105366,0.75624466,0.1,84.194032,8.31E+14
570336376,CL5_570336376CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,37.17972,5.8692155,0.78,1.552584,0.63047951,0.098207221,6.8341438,3.288851,0.55,24.710442,4.6614599,1.545,6.5051082,2.0458844,0.4,4.9970443,1.6935068,0.3,1.5083974,0.64514303,0.3,0.88705335,0.82041204,0.3,84.174493,8.49E+14
570336440,CL5_570336440CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,36.521272,5.9707804,0.39,1.5136695,0.61912805,0.020831798,7.0027832,3.3084278,0.35,24.544039,4.6490245,1.8,6.5075373,2.0458844,0.382,5.3452799,1.7945387,0.3,1.4490062,0.64178973,0.3,0.78076469,0.77325636,0.3,83.664352,8.69E+14
570336504,CL5_570336504CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,36.100349,6.0357966,0.79,1.5326437,0.62479258,0.034108736,6.8759695,3.2946088,0.2,25.437187,4.71486,0.955,6.3233654,2.0200899,0.416,5.5584952,1.8556355,0.1,1.5178116,0.64549613,0.1,0.86808747,0.81180394,0.1,84.213909,8.71E+14
570336568,CL5_570336568CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,36.638808,5.9522362,0.82,1.5596944,0.63332498,0.08665645,6.9835342,3.3061244,0.93,25.261424,4.7016926,1.79,6.2915846,2.0160599,0.468,5.6393792,1.8789105,0.2,1.4801925,0.6436221,0.2,0.82141889,0.79028368,0.2,84.676035,8.52E+14
570336632,CL5_570336632CCS_F0673172CCAM01947P1.SAV,Thurso_ccam,36.781487,5.9306016,0.64,1.5418299,0.62763608,0.006452648,6.9958436,3.3084278,0.57,25.800319,4.7411938,1.79,6.1817621,2.0012832,0.316,5.8884493,1.951471,0.4,1.4495309,0.64178973,0.4,0.71485435,0.74372035,0.4,85.354076,8.75E+14
543629353,CL5_543629353CCS_F0620000CCAM03646P1.SAV,Ti,36.564636,5.9645991,0.18,1.5506918,0.63047951,0.069035602,6.6847378,3.2708006,0.01,25.450971,4.7155914,1.71,6.2400276,2.0093431,0.428,5.8931703,1.951471,0.3,1.455327,0.64240056,0.3,0.74731763,0.76049757,0.3,84.586879,8.61E+14
544855494,CL5_544855494CCS_F0620444CCAM01659P1.SAV,Ti,36.117624,6.0326943,0.54,1.5399216,0.62763608,0.018919596,6.9157021,3.2992151,0.07,25.376429,4.7104707,0.59,6.2658465,2.0133734,0.428,5.967544,1.9746699,0.3,1.4616313,0.64240056,0.3,0.73040821,0.75204062,0.3,84.375107,8.59E+14
545492972,CL5_545492972CCS_F0620786CCAM05666P1.SAV,Ti,42.241101,5.2129879,0.6,0.9931079,0.49200109,0.036836117,7.7720163,3.3878031,0.32,18.086532,3.9040956,1.81,7.9531921,2.2600563,0.424,6.5982848,2.1538365,0.4,1.7271164,0.6453827,0.4,0.22838701,0.56635535,0.4,85.599738,5.65E+14
546200053,CL5_546200053CCS_F0621386CCAM04674P1.SAV,Ti,41.591436,5.2784877,0.61,0.92776634,0.47892067,0.073069848,8.4876231,3.4455025,0.3,18.703833,4.0101871,1.505,7.1565708,2.1389942,0.44,7.0852818,2.2868209,0.2,1.9373519,0.63445562,0.2,0.32663429,0.59844702,0.2,86.216497,5.18E+14
549923861,CL5_549923861CCS_F0632372CCAM05715P1.SAV,Ti,41.168531,5.3233767,0.65,0.91437055,0.47447067,0.060425752,7.9421564,3.4028594,0.48,17.624774,3.8216012,0.69,7.9342553,2.2569075,0.454,7.2250189,2.323946,0.2,1.6097188,0.64739883,0.2,0.2011645,0.55736172,0.2,84.619989,5.89E+14
551519976,CL5_551519976CCS_F0640996CCAM03734P1.SAV,Ti,41.215475,5.3180327,0.4,0.90259654,0.47222012,0.077608546,8.7285603,3.4612722,0.12,18.566744,3.9877667,1.76,7.4230493,2.1779399,0.32,7.0330912,2.2708654,0.5,1.7002104,0.64618409,0.5,0.20505645,0.5603596,0.5,85.774783,5.79E+14
556677629,CL5_556677629CCS_F0651438CCAM01793P1.SAV,Ti,43.812844,5.0845823,1,0.76520298,0.44080022,0.04714971,9.0166303,3.4779978,0.89,17.312968,3.7674778,1.72,6.9431255,2.1067414,0.362,7.3180613,2.3469796,0.1,1.7734082,0.64378059,0.1,0.16194141,0.54545432,0.1,87.104182,4.61E+14
